vac_seq;seq;pop;diff;CC;CC_number
6701;10518;post-vac;5008;CC21;21
6701;10508;post-vac;4912;CC353;353
6701;10509;post-vac;10662;CC353;353
6701;10511;post-vac;5730;CC353;353
6701;10514;post-vac;6432;CC353;353
6701;10516;post-vac;6639;CC353;353
6701;10523;post-vac;5685;CC353;353
6701;10524;post-vac;4780;CC353;353
6701;10525;post-vac;5130;CC353;353
6701;10526;post-vac;3764;CC353;353
6701;10527;post-vac;5428;CC353;353
6701;10528;post-vac;5621;CC353;353
6701;10529;post-vac;3094;CC353;353
6701;10530;post-vac;5536;CC353;353
6701;10536;post-vac;6670;CC353;353
6701;10537;post-vac;4956;CC353;353
6701;10538;post-vac;5923;CC353;353
6701;10539;post-vac;4436;CC353;353
6701;10540;post-vac;4872;CC353;353
6701;10543;post-vac;3202;CC353;353
6701;10544;post-vac;5111;CC353;353
6701;10549;post-vac;3518;CC353;353
6701;10555;post-vac;4095;CC353;353
6701;10556;post-vac;9389;CC353;353
6701;10560;post-vac;3649;CC353;353
6701;10561;post-vac;6661;CC353;353
6701;10569;post-vac;4526;CC353;353
6701;10574;post-vac;4151;CC353;353
6701;10575;post-vac;10600;CC353;353
6701;10576;post-vac;4112;CC353;353
6701;10580;post-vac;6470;CC353;353
6701;10595;post-vac;5129;CC353;353
6701;10596;post-vac;6246;CC353;353
6701;10599;post-vac;7061;CC353;353
6701;10463;post-vac;5181;CC828;828
6701;10465;post-vac;4951;CC828;828
6701;10489;post-vac;5960;CC828;828
6701;10494;post-vac;6427;CC828;828
6701;10495;post-vac;5693;CC828;828
6701;10498;post-vac;4382;CC828;828
6701;10503;post-vac;4750;CC828;828
6701;10505;post-vac;5644;CC828;828
6701;10507;post-vac;5621;CC828;828
6701;10510;post-vac;7589;CC828;828
6701;10512;post-vac;6330;CC828;828
6701;10513;post-vac;6986;CC828;828
6701;10515;post-vac;6812;CC828;828
6701;10517;post-vac;6812;CC828;828
6701;10519;post-vac;7282;CC828;828
6701;10520;post-vac;6735;CC828;828
6701;10521;post-vac;6139;CC828;828
6701;10522;post-vac;6338;CC828;828
6701;10531;post-vac;6576;CC828;828
6701;10532;post-vac;6946;CC828;828
6701;10533;post-vac;5727;CC828;828
6701;10534;post-vac;6501;CC828;828
6701;10535;post-vac;5665;CC828;828
6701;10542;post-vac;5367;CC828;828
6701;10545;post-vac;6105;CC828;828
6701;10546;post-vac;6767;CC828;828
6701;10550;post-vac;7969;CC828;828
6701;10551;post-vac;7131;CC828;828
6701;10552;post-vac;7061;CC828;828
6701;10557;post-vac;3942;CC828;828
6701;10558;post-vac;7566;CC828;828
6701;10562;post-vac;7682;CC828;828
6701;10563;post-vac;6732;CC828;828
6701;10565;post-vac;8643;CC828;828
6701;10566;post-vac;5861;CC828;828
6701;10567;post-vac;8507;CC828;828
6701;10570;post-vac;6778;CC828;828
6701;10571;post-vac;6355;CC828;828
6701;10572;post-vac;6431;CC828;828
6701;10573;post-vac;6589;CC828;828
6701;10579;post-vac;6634;CC828;828
6701;10581;post-vac;6525;CC828;828
6701;10582;post-vac;6701;CC828;828
6701;10583;post-vac;5300;CC828;828
6701;10585;post-vac;5494;CC828;828
6701;10587;post-vac;7573;CC828;828
6701;10589;post-vac;7426;CC828;828
6701;10591;post-vac;6609;CC828;828
6701;10592;post-vac;5524;CC828;828
6701;10593;post-vac;7168;CC828;828
6701;10597;post-vac;5265;CC828;828
6701;10598;post-vac;5696;CC828;828
6720;6591;pre-vac;1403;CC206;206
6720;6592;pre-vac;1285;CC206;206
6720;6593;pre-vac;1403;CC206;206
6720;6594;pre-vac;8099;CC206;206
6720;6596;pre-vac;1403;CC206;206
6720;6597;pre-vac;3236;CC206;206
6720;6598;pre-vac;5025;CC206;206
6720;6599;pre-vac;1618;CC206;206
6720;6601;pre-vac;4913;CC206;206
6720;6604;pre-vac;2269;CC206;206
6720;6605;pre-vac;3481;CC206;206
6720;6606;pre-vac;10890;CC206;206
6720;6607;pre-vac;1403;CC206;206
6720;6608;pre-vac;2592;CC206;206
6720;6610;pre-vac;3364;CC206;206
6720;6611;pre-vac;8281;CC206;206
6720;6613;pre-vac;1506;CC206;206
6720;6694;pre-vac;1403;CC206;206
6720;6695;pre-vac;1403;CC206;206
6720;6696;pre-vac;1659;CC206;206
6720;6697;pre-vac;6010;CC206;206
6720;6698;pre-vac;1403;CC206;206
6720;6699;pre-vac;8542;CC206;206
6720;6700;pre-vac;708;CC206;206
6720;6701;pre-vac;2519;CC206;206
6720;6702;pre-vac;1574;CC206;206
6720;6703;pre-vac;3789;CC206;206
6720;6704;pre-vac;1403;CC206;206
6720;6705;pre-vac;1533;CC206;206
6720;6706;pre-vac;1158;CC206;206
6720;6707;pre-vac;1403;CC206;206
6720;6708;pre-vac;4868;CC206;206
6720;6709;pre-vac;1403;CC206;206
6720;6710;pre-vac;1403;CC206;206
6720;6711;pre-vac;1403;CC206;206
6720;6712;pre-vac;9826;CC206;206
6720;6713;pre-vac;3825;CC206;206
6720;6714;pre-vac;9408;CC206;206
6720;6715;pre-vac;11848;CC206;206
6720;6716;pre-vac;2666;CC206;206
6720;6726;pre-vac;2279;CC206;206
6720;6727;pre-vac;1403;CC206;206
6720;6728;pre-vac;1403;CC206;206
6720;6729;pre-vac;1403;CC206;206
6720;6616;pre-vac;1438;CC257;257
6720;6617;pre-vac;2057;CC257;257
6720;6618;pre-vac;1438;CC257;257
6720;6619;pre-vac;1438;CC257;257
6720;6620;pre-vac;1438;CC257;257
6720;6621;pre-vac;6374;CC257;257
6720;6624;pre-vac;1438;CC257;257
6720;6627;pre-vac;1921;CC257;257
6720;6628;pre-vac;6311;CC257;257
6720;6629;pre-vac;1568;CC257;257
6720;6630;pre-vac;1438;CC257;257
6720;6631;pre-vac;743;CC257;257
6720;6632;pre-vac;6026;CC257;257
6720;6634;pre-vac;743;CC257;257
6720;6635;pre-vac;3676;CC257;257
6720;6636;pre-vac;743;CC257;257
6720;6637;pre-vac;3995;CC257;257
6720;6638;pre-vac;1438;CC257;257
6720;6639;pre-vac;1438;CC257;257
6720;6640;pre-vac;1438;CC257;257
6720;6642;pre-vac;1854;CC257;257
6720;6645;pre-vac;1438;CC257;257
6720;6646;pre-vac;10739;CC257;257
6720;6647;pre-vac;1438;CC257;257
6720;6648;pre-vac;1438;CC257;257
6720;6649;pre-vac;1438;CC257;257
6720;6650;pre-vac;1438;CC257;257
6720;6652;pre-vac;9198;CC257;257
6720;6653;pre-vac;1438;CC257;257
6720;6654;pre-vac;1438;CC257;257
6720;6655;pre-vac;1656;CC257;257
6720;6656;pre-vac;1438;CC257;257
6720;6657;pre-vac;1438;CC257;257
6720;6658;pre-vac;1438;CC257;257
6720;6659;pre-vac;1438;CC257;257
6720;6660;pre-vac;1438;CC257;257
6720;6661;pre-vac;11764;CC257;257
6720;6662;pre-vac;3878;CC257;257
6720;6663;pre-vac;1438;CC257;257
6720;6664;pre-vac;1438;CC257;257
6720;6665;pre-vac;1438;CC257;257
6720;6666;pre-vac;4288;CC257;257
6720;6667;pre-vac;11092;CC257;257
6720;6668;pre-vac;1438;CC257;257
6720;6669;pre-vac;2174;CC257;257
6720;6670;pre-vac;1438;CC257;257
6720;6671;pre-vac;1438;CC257;257
6720;6672;pre-vac;7953;CC257;257
6720;6674;pre-vac;8410;CC257;257
6720;6675;pre-vac;1438;CC257;257
6720;6717;pre-vac;1449;CC257;257
6720;6718;pre-vac;4802;CC257;257
6720;6719;pre-vac;4580;CC257;257
6720;10462;post-vac;9340;CC257;257
6720;6614;pre-vac;1619;CC443;443
6720;6622;pre-vac;2545;CC443;443
6720;6623;pre-vac;11275;CC443;443
6720;6625;pre-vac;3503;CC443;443
6720;6626;pre-vac;1619;CC443;443
6720;6633;pre-vac;8406;CC443;443
6720;6643;pre-vac;1619;CC443;443
6720;6644;pre-vac;1619;CC443;443
6720;6677;pre-vac;1619;CC443;443
6720;6679;pre-vac;1619;CC443;443
6720;6680;pre-vac;1619;CC443;443
6720;6681;pre-vac;1619;CC443;443
6720;6682;pre-vac;1749;CC443;443
6720;6683;pre-vac;2629;CC443;443
6720;6684;pre-vac;1619;CC443;443
6720;6685;pre-vac;2895;CC443;443
6720;6686;pre-vac;7362;CC443;443
6720;6687;pre-vac;2761;CC443;443
6720;6688;pre-vac;1619;CC443;443
6720;6690;pre-vac;8479;CC443;443
6720;6691;pre-vac;2759;CC443;443
6720;6692;pre-vac;5376;CC443;443
6720;6693;pre-vac;3392;CC443;443
6720;6722;pre-vac;1982;CC443;443
6720;6723;pre-vac;3064;CC443;443
6720;10471;post-vac;4293;CC443;443
6720;10472;post-vac;2592;CC443;443
6720;13640;pre-vac;3826;CC443;443
6720;6595;pre-vac;245;ST-4430;4430
6720;6600;pre-vac;245;ST-4430;4430
6720;6602;pre-vac;245;ST-4430;4430
6720;6603;pre-vac;245;ST-4430;4430
6720;6612;pre-vac;4149;ST-4430;4430
6720;6615;pre-vac;245;ST-4430;4430
6720;6641;pre-vac;10136;ST-4430;4430
6720;6651;pre-vac;676;ST-4430;4430
6720;6678;pre-vac;3615;ST-4430;4430
6720;6720;pre-vac;0;ST-4430;4430
6720;6721;pre-vac;245;ST-4430;4430
6720;6724;pre-vac;738;ST-4430;4430
6720;6725;pre-vac;245;ST-4430;4430
6720;10464;post-vac;2803;ST-7735;7735
6720;10466;post-vac;4017;ST-7735;7735
6720;10467;post-vac;1604;ST-7735;7735
6720;10491;post-vac;1739;ST-7735;7735
6720;10455;post-vac;6223;CC21;21
6720;10458;post-vac;5988;CC21;21
6720;10461;post-vac;8794;CC21;21
6720;10468;post-vac;5423;CC21;21
6720;10469;post-vac;4774;CC21;21
6720;10470;post-vac;1391;CC21;21
6720;10473;post-vac;4376;CC21;21
6720;10474;post-vac;5598;CC21;21
6720;10475;post-vac;4007;CC21;21
6720;10476;post-vac;4325;CC21;21
6720;10477;post-vac;5233;CC21;21
6720;10478;post-vac;7740;CC21;21
6720;10479;post-vac;6325;CC21;21
6720;10480;post-vac;6484;CC21;21
6720;10481;post-vac;6514;CC21;21
6720;10482;post-vac;6902;CC21;21
6720;10483;post-vac;5940;CC21;21
6720;10484;post-vac;1864;CC21;21
6720;10485;post-vac;4250;CC21;21
6720;10486;post-vac;7550;CC21;21
6720;10487;post-vac;3897;CC21;21
6720;10488;post-vac;1391;CC21;21
6720;10504;post-vac;1885;CC21;21
6720;10506;post-vac;7218;CC21;21
6720;10518;post-vac;4413;CC21;21
6720;10508;post-vac;5473;CC353;353
6720;10509;post-vac;12578;CC353;353
6720;10511;post-vac;4734;CC353;353
6720;10514;post-vac;7302;CC353;353
6720;10516;post-vac;5962;CC353;353
6720;10523;post-vac;6522;CC353;353
6720;10524;post-vac;5114;CC353;353
6720;10525;post-vac;4680;CC353;353
6720;10526;post-vac;3913;CC353;353
6720;10527;post-vac;4739;CC353;353
6720;10528;post-vac;5040;CC353;353
6720;10529;post-vac;2353;CC353;353
6720;10530;post-vac;5815;CC353;353
6720;10536;post-vac;7154;CC353;353
6720;10537;post-vac;4058;CC353;353
6720;10538;post-vac;6234;CC353;353
6720;10539;post-vac;3180;CC353;353
6720;10540;post-vac;4120;CC353;353
6720;10543;post-vac;1944;CC353;353
6720;10544;post-vac;4359;CC353;353
6720;10549;post-vac;3668;CC353;353
6720;10555;post-vac;2846;CC353;353
6720;10556;post-vac;8151;CC353;353
6720;10560;post-vac;3799;CC353;353
6720;10561;post-vac;7496;CC353;353
6720;10569;post-vac;5346;CC353;353
6720;10574;post-vac;3398;CC353;353
6720;10575;post-vac;11979;CC353;353
6720;10576;post-vac;4001;CC353;353
6720;10580;post-vac;5241;CC353;353
6720;10595;post-vac;3738;CC353;353
6720;10596;post-vac;5264;CC353;353
6720;10599;post-vac;7316;CC353;353
6720;10463;post-vac;4956;CC828;828
6720;10465;post-vac;4700;CC828;828
6720;10489;post-vac;6846;CC828;828
6720;10494;post-vac;7585;CC828;828
6720;10495;post-vac;4960;CC828;828
6720;10498;post-vac;3645;CC828;828
6720;10503;post-vac;4015;CC828;828
6720;10505;post-vac;5397;CC828;828
6720;10507;post-vac;5542;CC828;828
6720;10510;post-vac;6376;CC828;828
6720;10512;post-vac;4973;CC828;828
6720;10513;post-vac;5071;CC828;828
6720;10515;post-vac;5449;CC828;828
6720;10517;post-vac;5503;CC828;828
6720;10519;post-vac;7294;CC828;828
6720;10520;post-vac;4955;CC828;828
6720;10521;post-vac;5852;CC828;828
6720;10522;post-vac;4882;CC828;828
6720;10531;post-vac;4798;CC828;828
6720;10532;post-vac;6428;CC828;828
6720;10533;post-vac;4380;CC828;828
6720;10534;post-vac;4979;CC828;828
6720;10535;post-vac;4095;CC828;828
6720;10542;post-vac;3827;CC828;828
6720;10545;post-vac;5292;CC828;828
6720;10546;post-vac;7461;CC828;828
6720;10550;post-vac;7071;CC828;828
6720;10551;post-vac;5819;CC828;828
6720;10552;post-vac;5732;CC828;828
6720;10557;post-vac;3696;CC828;828
6720;10558;post-vac;6043;CC828;828
6720;10562;post-vac;6939;CC828;828
6720;10563;post-vac;5921;CC828;828
6720;10565;post-vac;9373;CC828;828
6720;10566;post-vac;5491;CC828;828
6720;10567;post-vac;8840;CC828;828
6720;10570;post-vac;6673;CC828;828
6720;10571;post-vac;4829;CC828;828
6720;10572;post-vac;6098;CC828;828
6720;10573;post-vac;6219;CC828;828
6720;10579;post-vac;5335;CC828;828
6720;10581;post-vac;5007;CC828;828
6720;10582;post-vac;5816;CC828;828
6720;10583;post-vac;3500;CC828;828
6720;10585;post-vac;3705;CC828;828
6720;10587;post-vac;6264;CC828;828
6720;10589;post-vac;6119;CC828;828
6720;10591;post-vac;5087;CC828;828
6720;10592;post-vac;6484;CC828;828
6720;10593;post-vac;8152;CC828;828
6720;10597;post-vac;4889;CC828;828
6720;10598;post-vac;4351;CC828;828
